iclabel,glyph,usagecode
A:uc0---:006ed4:滔,滔,CJKTHM
A:uc0---:006ed5:滕,滕,cJThm
A:uc0---:006ed8:滘,滘,ch
A:uc0---:006ef4:滴,滴,CJKTHM
A:uc0---:006f02:漂,漂,CJKTHM
A:uc0---:006f09:漉,漉,cJt
A:uc0---:006f0c:漌,漌,k
A:uc0---:006f14:演,演,CJKTHM
A:uc0---:006f15:漕,漕,cJKTH
A:uc0---:006f20:漠,漠,CJKTHM
A:uc0---:006f27:漧,漧,t
A:uc0---:006f29:漩,漩,cTHm
A:uc0---:006f2a:漪,漪,cTHm
A:uc0---:006f2f:漯,漯,cT
A:uc0---:006f33:漳,漳,CkTHM
A:uc0---:006f57:潗,潗,K
A:uc0---:006f58:潘,潘,CJKTHM
A:uc0---:006f5a:潚,潚,K
A:uc0---:006f5e:潞,潞,CK
A:uc0---:006f60:潠,潠,T
A:uc0---:006f62:潢,潢,cKtm
A:uc0---:006f66:潦,潦,CTHm
A:uc0---:006f6d:潭,潭,CJKTHM
A:uc0---:006f6e:潮,潮,CJKTHM
A:uc0---:006f78:潸,潸,cTHm
A:uc0---:006f7a:潺,潺,cJKTHm
A:uc0---:006f7c:潼,潼,cKTHm
A:uc0---:006f7d:潽,潽,cK
A:uc0---:006f7e:潾,潾,Kt
A:uc0---:006f88:澈,澈,CKTHm
A:uc0---:006f8d:澍,澍,cKthm
A:uc0---:006f8e:澎,澎,CJKTHM
A:uc0---:006fa1:澡,澡,CTHm
A:uc0---:006fa7:澧,澧,cKTHm
A:uc0---:006faa:澪,澪,J
A:uc0---:006faf:澯,澯,K
A:uc0---:006fb4:澴,澴,cT
A:uc0---:006fb6:澶,澶,cT
A:uc0---:006fc0:激,激,CJKTHM
A:uc0---:006fc2:濂,濂,cKTHm
A:uc0---:006fca:濊,濊,K
A:uc0---:006fe0:濠,濠,cJKTHM
A:uc0---:006fe1:濡,濡,cJKTHm
A:uc0---:006fe8:濨,濨,t
A:uc0---:006fe9:濩,濩,KT
A:uc0---:006fee:濮,濮,cT
A:uc0---:006fef:濯,濯,cJKTHm
A:uc0---:007011:瀑,瀑,CJKTHM
A:uc0---:00701a:瀚,瀚,cJKTHm
A:uc0---:00701b:瀛,瀛,cJKTHm
A:uc0---:00701c:瀜,瀜,K
A:uc0---:00701e:瀞,瀞,JKt
A:uc0---:007023:瀣,瀣,cKt
A:uc0---:00702f:瀯,瀯,K
A:uc0---:007037:瀷,瀷,K
A:uc0---:007050:灐,灐,K
A:uc0---:00705e:灞,灞,cT
A:uc0---:007065:灥,灥,t
A:uc0---:007070:灰,灰,CJKTHM
A:uc0---:007078:灸,灸,CJKTHm
A:uc0---:00707c:灼,灼,CJKTHM
A:uc0---:007085:炅,炅,cKt
A:uc0---:007086:炆,炆,kthm
A:uc0---:00708a:炊,炊,CJKTHm
A:uc0---:00708e:炎,炎,CJKTHM
A:uc0---:007092:炒,炒,CJKTHM
A:uc0---:007094:炔,炔,Ct
A:uc0---:007098:炘,炘,cKtm
A:uc0---:007099:炙,炙,CJKTHm
A:uc0---:00709a:炚,炚,K
A:uc0---:0070a1:炡,炡,K
A:uc0---:0070ac:炬,炬,CJKTHm
A:uc0---:0070ad:炭,炭,CJKTHM
A:uc0---:0070b3:炳,炳,CJKTHM
A:uc0---:0070b7:炷,炷,cKtm
A:uc0---:0070c7:烇,烇,t
A:uc0---:0070c8:烈,烈,CJKTHM
A:uc0---:0070cb:烋,烋,Kt
A:uc0---:0070d3:烓,烓,k
A:uc0---:0070d4:烔,烔,ct
A:uc0---:0070d9:烙,烙,CJKTHm
A:uc0---:0070da:烚,烚,m
A:uc0---:0070e4:烤,烤,CTHM
A:uc0---:0070ef:烯,烯,CTm
A:uc0---:0070f7:烷,烷,Ctm
A:uc0---:0070f9:烹,烹,CJKTHM
A:uc0---:0070fa:烺,烺,c
A:uc0---:007104:焄,焄,Kt
A:uc0---:007109:焉,焉,CJKTHm
A:uc0---:00710c:焌,焌,cKt
A:uc0---:007117:焗,焗,cthm
A:uc0---:007119:焙,焙,CJKTHm
A:uc0---:00711a:焚,焚,CJKTHM
A:uc0---:00711c:焜,焜,cJThm
A:uc0---:00711e:焞,焞,K
A:uc0---:007120:焠,焠,t
A:uc0---:007122:焢,焢,t
A:uc0---:00712f:焯,焯,cthM
A:uc0---:007131:焱,焱,ct
A:uc0---:007136:然,然,CJKTHM
A:uc0---:00713f:焿,焿,t
A:uc0---:007140:煀,煀,h
A:uc0---:007143:煃,煃,t
A:uc0---:00714a:煊,煊,cKthm
A:uc0---:00714c:煌,煌,CJKTHM
A:uc0---:00714e:煎,煎,CJKTHM
A:uc0---:00714f:煏,煏,m
A:uc0---:007150:煐,煐,Kt
A:uc0---:00715a:煚,煚,t
A:uc0---:00715c:煜,煜,cKTHM
A:uc0---:00715e:煞,煞,CKTHM
A:uc0---:007164:煤,煤,CJKTHM
A:uc0---:007166:煦,煦,cKTHm
A:uc0---:007168:煨,煨,cTHm
A:uc0---:007172:煲,煲,cthM
A:uc0---:007178:煸,煸,ct
A:uc0---:007180:熀,熀,k
A:uc0---:007184:熄,熄,CJKTHM
A:uc0---:00718a:熊,熊,CJKTHM
A:uc0---:00719f:熟,熟,CJKTHM
A:uc0---:0071a0:熠,熠,cthm
A:uc0---:0071a5:熥,熥,c
A:uc0---:0071ac:熬,熬,CKTHm
A:uc0---:0071b5:熵,熵,c
A:uc0---:0071c3:燃,燃,CJKTHM
A:uc0---:0071ca:燊,燊,cthM
A:uc0---:0071ce:燎,燎,CJKTHm
A:uc0---:0071d4:燔,燔,cJK
A:uc0---:0071e0:燠,燠,cTm
A:uc0---:0071e5:燥,燥,CJKTHM
A:uc0---:0071e7:燧,燧,cJKTHm
A:uc0---:0071f5:燵,燵,J
A:uc0---:0071f8:燸,燸,T
A:uc0---:0071f9:燹,燹,t
A:uc0---:007200:爀,爀,K
A:uc0---:007206:爆,爆,CJKTHM
A:uc0---:00720c:爌,爌,t
A:uc0---:007214:爔,爔,k
A:uc0---:007228:爨,爨,cTH
A:uc0---:00722c:爬,爬,CJKTHM
A:uc0---:007230:爰,爰,cJKTH
A:uc0---:007235:爵,爵,CJKTHM
A:uc0---:007236:父,父,CJKTHM
A:uc0---:007238:爸,爸,CTHM
A:uc0---:007239:爹,爹,CTHm
A:uc0---:00723b:爻,爻,cKTH
A:uc0---:00723d:爽,爽,CJKTHM
A:uc0---:007247:片,片,CJKTHM
A:uc0---:00724c:牌,牌,CJKTHM
A:uc0---:007252:牒,牒,cJKTHm
A:uc0---:007256:牖,牖,cTH
A:uc0---:007259:牙,牙,CJKTHM
A:uc0---:00725d:牝,牝,cJKTHm
A:uc0---:007261:牡,牡,CJKTHM
A:uc0---:007262:牢,牢,CJKTHM
A:uc0---:007264:牤,牤,ct
A:uc0---:007266:牦,牦,c
A:uc0---:007267:牧,牧,CJKTHM
A:uc0---:007269:物,物,CJKTHM
A:uc0---:00726f:牯,牯,cTHm
A:uc0---:007272:牲,牲,CJKTHM
A:uc0---:007279:特,特,CJKTHM
A:uc0---:00727e:牾,牾,c
A:uc0---:007280:犀,犀,CJKTHm
A:uc0---:007292:犒,犒,cTHm
A:uc0---:00729b:犛,犛,TH
A:uc0---:00729f:犟,犟,c
A:uc0---:0072a1:犡,犡,t
A:uc0---:0072af:犯,犯,CJKTHM
A:uc0---:0072b0:犰,犰,t
A:uc0---:0072c2:狂,狂,CJKTHM
A:uc0---:0072c4:狄,狄,CJKTHM
A:uc0---:0072c6:狆,狆,J
A:uc0---:0072ce:狎,狎,cJKTHm
A:uc0---:0072d0:狐,狐,CJKTHM
A:uc0---:0072d2:狒,狒,ctm
A:uc0---:0072d7:狗,狗,CJKTHM
A:uc0---:0072d9:狙,狙,CJKTHm
A:uc0---:0072db:狛,狛,J
A:uc0---:0072e0:狠,狠,CTHM
A:uc0---:0072e1:狡,狡,CJKTHm
A:uc0---:0072e9:狩,狩,cJKTHm
A:uc0---:0072fc:狼,狼,CJKTHM
A:uc0---:00730a:猊,猊,cK
A:uc0---:007313:猓,猓,T
A:uc0---:007316:猖,猖,CJKTHm
A:uc0---:00731b:猛,猛,CJKTHM
A:uc0---:00731c:猜,猜,CJKTHM
A:uc0---:00731d:猝,猝,cKtm
A:uc0---:007322:猢,猢,ct
A:uc0---:007325:猥,猥,cJKTHm
A:uc0---:007329:猩,猩,CJKTHm
A:uc0---:007334:猴,猴,CJTHM
A:uc0---:007337:猷,猷,cJKTHm
A:uc0---:007352:獒,獒,cKt
A:uc0---:007357:獗,獗,cJKTHm
A:uc0---:007362:獢,獢,t
A:uc0---:007364:獤,獤,K
A:uc0---:007374:獴,獴,t
A:uc0---:007387:率,率,CJKTHM
A:uc0---:007389:玉,玉,CJKTHM
A:uc0---:00738b:王,王,CJKTHM
A:uc0---:00738e:玎,玎,cK
A:uc0---:007394:玔,玔,K
A:uc0---:007395:玕,玕,kt
A:uc0---:007397:玗,玗,K
A:uc0---:007398:玘,玘,Kt
A:uc0---:0073a0:玠,玠,ct
A:uc0---:0073a2:玢,玢,ct
A:uc0---:0073a5:玥,玥,cTm
A:uc0---:0073a6:玦,玦,c
A:uc0---:0073a7:玧,玧,K
A:uc0---:0073ab:玫,玫,CTHM
A:uc0---:0073ad:玭,玭,K
A:uc0---:0073b2:玲,玲,CJKTHM
A:uc0---:0073b7:玷,玷,cTHm
A:uc0---:0073b9:玹,玹,K
A:uc0---:0073bb:玻,玻,CJTHM
A:uc0---:0073bf:玿,玿,k
A:uc0---:0073c0:珀,珀,cJKTHm
A:uc0---:0073c2:珂,珂,cJKtm
A:uc0---:0073c5:珅,珅,ct
A:uc0---:0073ca:珊,珊,CJKTHM
A:uc0---:0073cc:珌,珌,K
A:uc0---:0073d6:珖,珖,K
A:uc0---:0073d7:珗,珗,k
A:uc0---:0073d9:珙,珙,cKt
A:uc0---:0073dd:珝,珝,K
A:uc0---:0073de:珞,珞,cKT
A:uc0---:0073e0:珠,珠,CJKTHM
A:uc0---:0073e2:珢,珢,k
A:uc0---:0073e3:珣,珣,cKt
A:uc0---:0073e4:珤,珤,K
A:uc0---:0073e5:珥,珥,cKt
A:uc0---:0073e6:珦,珦,K
A:uc0---:0073e9:珩,珩,cKthm
A:uc0---:0073eb:珫,珫,k
A:uc0---:0073ed:班,班,CJKTHM
A:uc0---:0073f5:珵,珵,k
A:uc0---:0073f8:珸,珸,k
A:uc0---:0073f9:珹,珹,K
A:uc0---:0073fa:珺,珺,ct
A:uc0---:0073fd:珽,珽,cKt
A:uc0---:007401:琁,琁,K
A:uc0---:007406:理,理,CJKTHM
A:uc0---:007407:琇,琇,cKt
A:uc0---:00740d:琍,琍,T
A:uc0---:007413:琓,琓,K
A:uc0---:00741a:琚,琚,cth
A:uc0---:00741b:琛,琛,cKThM
A:uc0---:00741f:琟,琟,k
A:uc0---:007420:琠,琠,K
A:uc0---:007421:琡,琡,Kt
A:uc0---:007422:琢,琢,CJKTHm
A:uc0---:007424:琤,琤,cthm
A:uc0---:007425:琥,琥,cJKTHm
A:uc0---:007426:琦,琦,cKTHM
A:uc0---:007428:琨,琨,cKTm
A:uc0---:00742a:琪,琪,cKTHM
A:uc0---:00742b:琫,琫,cK
A:uc0---:00742c:琬,琬,cKt
A:uc0---:00742d:琭,琭,t
A:uc0---:00742e:琮,琮,cKt
A:uc0---:00742f:琯,琯,cKT
A:uc0---:007430:琰,琰,cKt
A:uc0---:007433:琳,琳,CJKTHM
A:uc0---:007435:琵,琵,CJKTHM
A:uc0---:007436:琶,琶,CJKTHm
A:uc0---:007438:琸,琸,K
A:uc0---:007440:瑀,瑀,cKt
A:uc0---:007443:瑃,瑃,K
A:uc0---:007444:瑄,瑄,cKtm
A:uc0---:007446:瑆,瑆,k
A:uc0---:00744c:瑌,瑌,k
A:uc0---:007455:瑕,瑕,cJKTHm
A:uc0---:007457:瑗,瑗,cKt
A:uc0---:00745a:瑚,瑚,CJKTHm
A:uc0---:00745b:瑛,瑛,cJKTHM
A:uc0---:00745c:瑜,瑜,cJKTHM
A:uc0---:00745e:瑞,瑞,CJKTHM
A:uc0---:00745f:瑟,瑟,CJKTHM
A:uc0---:007462:瑢,瑢,cKt
A:uc0---:007465:瑥,瑥,K
A:uc0---:007468:瑨,瑨,K
A:uc0---:00746d:瑭,瑭,cT
A:uc0---:007471:瑱,瑱,kt
A:uc0---:007473:瑳,瑳,Jkt
A:uc0---:00747e:瑾,瑾,cJKTm
A:uc0---:007480:璀,璀,cTm
A:uc0---:007482:璂,璂,K
A:uc0---:007486:璆,璆,c
A:uc0---:00748b:璋,璋,cJKTHM
A:uc0---:007490:璐,璐,cthm
A:uc0---:007498:璘,璘,cKT
A:uc0---:00749c:璜,璜,cKTHm
A:uc0---:00749e:璞,璞,cKTm
A:uc0---:00749f:璟,璟,cKThm
A:uc0---:0074a0:璠,璠,cth
A:uc0---:0074a4:璤,璤,k
A:uc0---:0074a5:璥,璥,cK
A:uc0---:0074a7:璧,璧,cJKTHm
A:uc0---:0074a8:璨,璨,cKTm
A:uc0---:0074a9:璩,璩,cT
A:uc0---:0074aa:璪,璪,cKt
A:uc0---:0074b1:璱,璱,kt
A:uc0---:0074b2:璲,璲,K
A:uc0---:0074b9:璹,璹,K
A:uc0---:0074c6:瓆,瓆,K
A:uc0---:0074d3:瓓,瓓,k
A:uc0---:0074d6:瓖,瓖,T
A:uc0---:0074d8:瓘,瓘,cK
A:uc0---:0074dc:瓜,瓜,CJKTHM
A:uc0---:0074de:瓞,瓞,t
A:uc0---:0074e0:瓠,瓠,cKTH
A:uc0---:0074e2:瓢,瓢,CJKTHm
A:uc0---:0074e4:瓤,瓤,CT
A:uc0---:0074e6:瓦,瓦,CJKTHM
A:uc0---:0074e9:瓩,瓩,T
A:uc0---:0074f4:瓴,瓴,c
A:uc0---:007504:甄,甄,CKTHM
A:uc0---:00750d:甍,甍,cJT
A:uc0---:007511:甑,甑,cJK
A:uc0---:007518:甘,甘,CJKTHM
A:uc0---:007519:甙,甙,c
A:uc0---:00751f:生,生,CJKTHM
A:uc0---:007521:甡,甡,t
A:uc0---:007525:甥,甥,CJKTHm
A:uc0---:007528:用,用,CJKTHM
A:uc0---:00752b:甫,甫,CJKTHM
A:uc0---:00752d:甭,甭,CTH
A:uc0---:007530:田,田,CJKTHM
A:uc0---:007531:由,由,CJKTHM
A:uc0---:007532:甲,甲,CJKTHM
A:uc0---:007533:申,申,CJKTHM
A:uc0---:007534:甴,甴,hm
A:uc0---:007537:男,男,CJKTHM
A:uc0---:007538:甸,甸,CJKTHM
A:uc0---:007547:畇,畇,Kt
A:uc0---:007548:畈,畈,c
A:uc0---:00754b:畋,畋,cTh
A:uc0---:00754f:畏,畏,CJKTHM
A:uc0---:007551:畑,畑,JKt
A:uc0---:007553:畓,畓,K
A:uc0---:007554:畔,畔,CJKTHM
A:uc0---:00755a:畚,畚,cJTH
A:uc0---:00755b:畛,畛,cK
A:uc0---:00755c:畜,畜,CJKTHM
A:uc0---:007560:畠,畠,J
A:uc0---:007566:畦,畦,CJKTHm
A:uc0---:00756f:畯,畯,K
A:uc0---:007577:畷,畷,J
A:uc0---:007578:畸,畸,CJKTHm
A:uc0---:00757f:畿,畿,cJKT
A:uc0---:007591:疑,疑,CJKTHM
A:uc0---:007599:疙,疙,CTH
A:uc0---:00759a:疚,疚,CTHm
A:uc0---:00759d:疝,疝,cJKTHm
A:uc0---:0075a2:疢,疢,T
A:uc0---:0075a4:疤,疤,CTHm
A:uc0---:0075a5:疥,疥,CJKTHm
A:uc0---:0075aa:疪,疪,t
A:uc0---:0075ab:疫,疫,CJKTHM
A:uc0---:0075b2:疲,疲,CJKTHM
A:uc0---:0075b3:疳,疳,cKTHm
A:uc0---:0075b5:疵,疵,CJKTHm
A:uc0---:0075bc:疼,疼,CJKTHM
A:uc0---:0075bd:疽,疽,CJKTHM
A:uc0---:0075be:疾,疾,CJKTHM
A:uc0---:0075c0:痀,痀,t
A:uc0---:0075c2:痂,痂,cKT
A:uc0---:0075c5:病,病,CJKTHM
A:uc0---:0075ca:痊,痊,CTHM
A:uc0---:0075cd:痍,痍,cJKT
A:uc0---:0075d4:痔,痔,CJKTHm
A:uc0---:0075d5:痕,痕,CJKTHM
A:uc0---:0075d8:痘,痘,CJKTHm
A:uc0---:0075db:痛,痛,CJKTHM
A:uc0---:0075de:痞,痞,CTHm
A:uc0---:0075e2:痢,痢,CJKTHm
A:uc0---:0075e3:痣,痣,cKTHm
A:uc0---:0075e4:痤,痤,ct
A:uc0---:0075e7:痧,痧,ct
A:uc0---:0075f0:痰,痰,CJKTHm
A:uc0---:0075ff:痿,痿,cTHm
A:uc0---:007600:瘀,瘀,cKTHm
A:uc0---:007619:瘙,瘙,cK
A:uc0---:00761c:瘜,瘜,t
A:uc0---:00761f:瘟,瘟,CKTHm
A:uc0---:007620:瘠,瘠,cKTHm
A:uc0---:007622:瘢,瘢,cJKT
A:uc0---:007629:瘩,瘩,CTH
A:uc0---:007634:瘴,瘴,CJTHm
A:uc0---:007638:瘸,瘸,CTHm
A:uc0---:00763c:瘼,瘼,t
A:uc0---:00764c:癌,癌,CJKTHM
A:uc0---:00764d:癍,癍,c
A:uc0---:007656:癖,癖,cJKTHm
A:uc0---:007666:癦,癦,h
A:uc0---:00766a:癪,癪,J
A:uc0---:007678:癸,癸,CJKTHm
A:uc0---:00767d:白,白,CJKTHM
A:uc0---:007686:皆,皆,CJKTHM
A:uc0---:007687:皇,皇,CJKTHM
A:uc0---:007696:皖,皖,CJTHm
A:uc0---:007699:皙,皙,cJt
A:uc0---:0076a4:皤,皤,t
A:uc0---:0076ae:皮,皮,CJKTHM
A:uc0---:0076b4:皴,皴,cTHm
A:uc0---:0076bf:皿,皿,CJKTHm
A:uc0---:0076c2:盂,盂,CJKTHm
A:uc0---:0076c6:盆,盆,CJKTHM
A:uc0---:0076c8:盈,盈,CJKTHM
A:uc0---:0076ca:益,益,CJKTHM
A:uc0---:0076ce:盎,盎,CTHm
A:uc0---:0076d2:盒,盒,CJKTHM
A:uc0---:0076d4:盔,盔,CTHm
A:uc0---:0076db:盛,盛,CJKTHM
A:uc0---:0076df:盟,盟,CJKTHM
A:uc0---:0076e5:盥,盥,cJTHm
A:uc0---:0076ec:盬,盬,t
A:uc0---:0076ee:目,目,CJKTHM
A:uc0---:0076ef:盯,盯,CTHM
A:uc0---:0076f1:盱,盱,ct
A:uc0---:0076f2:盲,盲,CJKTHM
A:uc0---:0076f4:直,直,CJKTHM
A:uc0---:0076f7:盷,盷,t
A:uc0---:0076f8:相,相,CJKTHM
A:uc0---:0076f9:盹,盹,cTHm
A:uc0---:0076fc:盼,盼,CKTHM
A:uc0---:0076fe:盾,盾,CJKTHM
A:uc0---:007701:省,省,CJKTHM
A:uc0---:007704:眄,眄,cJKt
A:uc0---:007708:眈,眈,cJKtm
A:uc0---:007709:眉,眉,CJKTHM
A:uc0---:00770b:看,看,CJKTHM
A:uc0---:00771b:眛,眛,t
A:uc0---:007728:眨,眨,CTHm
A:uc0---:007729:眩,眩,CJKTHm
A:uc0---:00772d:眭,眭,t
A:uc0---:007736:眶,眶,CTHm
A:uc0---:007738:眸,眸,cJKTHm
A:uc0---:00773a:眺,眺,CJKTHm
A:uc0---:00773c:眼,眼,CJKTHM
A:uc0---:007746:睆,睆,t
A:uc0---:007747:睇,睇,cthM
A:uc0---:00775a:睚,睚,ct
A:uc0---:00775b:睛,睛,CJKTHM
A:uc0---:007761:睡,睡,CJKTHM
A:uc0---:007762:睢,睢,cT
A:uc0---:007763:督,督,CJKTHM
A:uc0---:007766:睦,睦,CJKTHM
A:uc0---:007768:睨,睨,cJTH
A:uc0---:00776a:睪,睪,cT
A:uc0---:00777d:睽,睽,cTHm
A:uc0---:007784:瞄,瞄,CTHM
A:uc0---:00778b:瞋,瞋,cJKT
A:uc0---:00778c:瞌,瞌,cTHm
A:uc0---:00778e:瞎,瞎,CTHm
A:uc0---:007791:瞑,瞑,cJKTHm
A:uc0---:007793:瞓,瞓,h
A:uc0---:00779f:瞟,瞟,cTHm
A:uc0---:0077a7:瞧,瞧,CTHm
A:uc0---:0077b3:瞳,瞳,CJKTHm
A:uc0---:0077bb:瞻,瞻,CJKTHM
A:uc0---:0077bd:瞽,瞽,cJTH
A:uc0---:0077d7:矗,矗,CJKTHm
A:uc0---:0077db:矛,矛,CJKTHM
A:uc0---:0077dc:矜,矜,cJKTHm
A:uc0---:0077e3:矣,矣,CKTHM
A:uc0---:0077e5:知,知,CJKTHM
A:uc0---:0077ed:短,短,CJKTHM
A:uc0---:0077f8:矸,矸,ct
A:uc0---:0077fb:矻,矻,t
A:uc0---:0077fd:矽,矽,CTHm
A:uc0---:007802:砂,砂,CJKTHM
A:uc0---:00780c:砌,砌,CTHM
A:uc0---:00780d:砍,砍,CTHM
A:uc0---:00781d:砝,砝,cTHm
A:uc0---:00781f:砟,砟,cT
A:uc0---:00782d:砭,砭,cTHm
A:uc0---:007830:砰,砰,CTHm
A:uc0---:007831:砱,砱,t
A:uc0---:007834:破,破,CJKTHM
A:uc0---:007835:砵,砵,thm
A:uc0---:007837:砷,砷,CT
A:uc0---:007838:砸,砸,CTHm
A:uc0---:007845:硅,硅,CKthm
A:uc0---:007852:硒,硒,Ct
A:uc0---:007853:硓,硓,t
A:uc0---:00785d:硝,硝,CJKTHm
A:uc0---:007866:硦,硦,t
A:uc0---:00786b:硫,硫,CJKTHM
A:uc0---:00786c:硬,硬,CJKTHM
A:uc0---:00787c:硼,硼,CKTHm
A:uc0---:00787f:硿,硿,T
A:uc0---:007889:碉,碉,CTHm
A:uc0---:007891:碑,碑,CJKTHM
A:uc0---:007893:碓,碓,cJT
A:uc0---:007896:碖,碖,t
A:uc0---:007898:碘,碘,CTHm
A:uc0---:00789a:碚,碚,c
A:uc0---:00789f:碟,碟,CTHM
A:uc0---:0078a3:碣,碣,cKT
A:uc0---:0078a7:碧,碧,CJKTHM
A:uc0---:0078b3:碳,碳,CTHM
A:uc0---:0078b4:碴,碴,Ct
A:uc0---:0078be:碾,碾,CJTHm
A:uc0---:0078c5:磅,磅,CKTHM
A:uc0---:0078cb:磋,磋,CJKTHM
A:uc0---:0078ce:磎,磎,K
A:uc0---:0078d0:磐,磐,CJKTHm
A:uc0---:0078d4:磔,磔,cJ
A:uc0---:0078e8:磨,磨,CJKTHM
A:uc0---:0078ec:磬,磬,cKTHm
A:uc0---:0078fa:磺,磺,CTHm
A:uc0---:0078fb:磻,磻,Kt
A:uc0---:007901:礁,礁,CJKTHm
A:uc0---:007911:礑,礑,t
A:uc0---:007916:礖,礖,K
A:uc0---:00793d:礽,礽,ct
A:uc0---:00793e:社,社,CJKTHM
A:uc0---:007941:祁,祁,CJKTHm
A:uc0---:007945:祅,祅,h
A:uc0---:007946:祆,祆,cT
A:uc0---:007948:祈,祈,CJKTHM
A:uc0---:007949:祉,祉,cJKTHm
A:uc0---:007953:祓,祓,J
A:uc0---:007956:祖,祖,CJKTHM
A:uc0---:007957:祗,祗,cJKTHm
A:uc0---:00795a:祚,祚,cJKTHm
A:uc0---:00795b:祛,祛,cKthm
A:uc0---:00795c:祜,祜,cK
A:uc0---:00795d:祝,祝,CJKTHM
A:uc0---:00795e:神,神,CJKTHM
A:uc0---:00795f:祟,祟,CJTHm
A:uc0---:007960:祠,祠,cJKTHM
A:uc0---:007965:祥,祥,CJKTHM
A:uc0---:007968:票,票,CJKTHM
A:uc0---:00796d:祭,祭,CJKTHM
A:uc0---:00797c:祼,祼,t
A:uc0---:007981:禁,禁,CJKTHM
A:uc0---:00798a:禊,禊,cJ
A:uc0---:00798f:福,福,CJKTHM
A:uc0---:007991:禑,禑,K
A:uc0---:007994:禔,禔,t
A:uc0---:00799a:禚,禚,t
A:uc0---:00799b:禛,禛,kt
A:uc0---:0079a4:禤,禤,chm
A:uc0---:0079a7:禧,禧,cJKTHM
A:uc0---:0079b3:禳,禳,cKT
A:uc0---:0079b9:禹,禹,CJKTHm
A:uc0---:0079ba:禺,禺,cJThM
A:uc0---:0079bd:禽,禽,CJKTHM
A:uc0---:0079be:禾,禾,CJKTHM
A:uc0---:0079c0:秀,秀,CJKTHM
A:uc0---:0079c9:秉,秉,CJKTHM
A:uc0---:0079d1:科,科,CJKTHM
A:uc0---:0079d2:秒,秒,CJKTHM
A:uc0---:0079de:秞,秞,k
A:uc0---:0079df:租,租,CJKTHM
A:uc0---:0079e3:秣,秣,cJTH
A:uc0---:0079e6:秦,秦,CJKTHM
A:uc0---:0079e7:秧,秧,CJKTHm
A:uc0---:0079e9:秩,秩,CJKTHM
A:uc0---:0079eb:秫,秫,c
A:uc0---:0079ed:秭,秭,ct
A:uc0---:007a0b:程,程,CJKTHM
A:uc0---:007a0d:稍,稍,CJKTHM
A:uc0---:007a14:稔,稔,cJKTHm
A:uc0---:007a17:稗,稗,CJKt
A:uc0---:007a19:稙,稙,JK
A:uc0---:007a1e:稞,稞,cT
A:uc0---:007a20:稠,稠,CJKTHm
A:uc0---:007a36:稶,稶,K
A:uc0---:007a37:稷,稷,cJKTHm
A:uc0---:007a3c:稼,稼,CJKTHm
A:uc0---:007a46:穆,穆,CJKTHm
A:uc0---:007a4b:穋,穋,T
A:uc0---:007a66:穦,穦,k
A:uc0---:007a74:穴,穴,CJKTHM
A:uc0---:007a76:究,究,CJKTHM
A:uc0---:007a79:穹,穹,cJKTHm
A:uc0---:007a7a:空,空,CJKTHM
A:uc0---:007a7f:穿,穿,CJKTHM
A:uc0---:007a81:突,突,CJKTHM
A:uc0---:007a84:窄,窄,CJKTHM
A:uc0---:007a88:窈,窈,cJKTHm
A:uc0---:007a92:窒,窒,CJKTHM
A:uc0---:007a95:窕,窕,cKTHm
A:uc0---:007a98:窘,窘,CJKTHm
A:uc0---:007a9f:窟,窟,CJKTHM
A:uc0---:007aa0:窠,窠,cTHm
A:uc0---:007aa3:窣,窣,ct
A:uc0---:007ab3:窳,窳,t
A:uc0---:007ab8:窸,窸,ct
A:uc0---:007abf:窿,窿,CTm
A:uc0---:007acb:立,立,CJKTHM
A:uc0---:007ad1:竑,竑,Jt
A:uc0---:007ad7:竗,竗,K
A:uc0---:007ad9:站,站,CJKTHM
A:uc0---:007adf:竟,竟,CJKTHM
A:uc0---:007ae0:章,章,CJKTHM
A:uc0---:007ae3:竣,竣,CJKTHM
A:uc0---:007ae5:童,童,CJKTHM
A:uc0---:007ae6:竦,竦,cJ
A:uc0---:007aed:竭,竭,CKTHM
A:uc0---:007aef:端,端,CJKTHM
A:uc0---:007afa:竺,竺,cJKTHm
A:uc0---:007afd:竽,竽,cTHm
A:uc0---:007b06:笆,笆,CTH
A:uc0---:007b08:笈,笈,cJthm
A:uc0---:007b0a:笊,笊,cJt
A:uc0---:007b0f:笏,笏,cJKth
A:uc0---:007b18:笘,笘,J
A:uc0---:007b19:笙,笙,cJKTHm
A:uc0---:007b1e:笞,笞,cKTH
A:uc0---:007b20:笠,笠,cJKTHm
A:uc0---:007b24:笤,笤,c
A:uc0---:007b25:笥,笥,cJ
A:uc0---:007b26:符,符,CJKTHM
A:uc0---:007b2a:笪,笪,thM
A:uc0---:007b2b:笫,笫,ct
A:uc0---:007b2c:第,第,CJKTHM
A:uc0---:007b2d:笭,笭,Ktm
A:uc0---:007b39:笹,笹,JK
A:uc0---:007b48:筈,筈,J
A:uc0---:007b4a:筊,筊,t
A:uc0---:007b4c:筌,筌,cJKt
A:uc0---:007b60:筠,筠,cKTHm
A:uc0---:007b65:筥,筥,J
A:uc0---:007b6c:筬,筬,JK
A:uc0---:007b6e:筮,筮,cKT
A:uc0---:007b72:筲,筲,ch
A:uc0---:007b75:筵,筵,cJKTHm
A:uc0---:007b77:筷,筷,CTHM
A:uc0---:007b7d:筽,筽,K
