iclabel,glyph,usagecode
A:uc0---:006367:捧,捧,CJKTHM
A:uc0---:006369:捩,捩,cJTHm
A:uc0---:00636d:捭,捭,ct
A:uc0---:006371:捱,捱,THM
A:uc0---:006377:捷,捷,CJKTHM
A:uc0---:00637a:捺,捺,cJKTm
A:uc0---:00637d:捽,捽,hm
A:uc0---:00637f:捿,捿,K
A:uc0---:006380:掀,掀,CTHM
A:uc0---:006387:掇,掇,C
A:uc0---:006388:授,授,CJKTHM
A:uc0---:006389:掉,掉,CJKTHM
A:uc0---:00638c:掌,掌,CJKTHM
A:uc0---:006392:排,排,CJKTHM
A:uc0---:006396:掖,掖,CJKTHm
A:uc0---:00639f:掟,掟,Jhm
A:uc0---:0063a0:掠,掠,CJKTHM
A:uc0---:0063a2:探,探,CJKTHM
A:uc0---:0063a3:掣,掣,CTHM
A:uc0---:0063a5:接,接,CJKTHM
A:uc0---:0063a7:控,控,CJKTHM
A:uc0---:0063a8:推,推,CJKTHM
A:uc0---:0063aa:措,措,CJKTHM
A:uc0---:0063ae:掮,掮,ct
A:uc0---:0063b0:掰,掰,ct
A:uc0---:0063b9:掹,掹,h
A:uc0---:0063be:掾,掾,J
A:uc0---:0063c3:揃,揃,J
A:uc0---:0063c4:揄,揄,cJKtm
A:uc0---:0063c6:揆,揆,cJKTH
A:uc0---:0063c9:揉,揉,CJTHm
A:uc0---:0063cd:揍,揍,CTHm
A:uc0---:0063cf:描,描,CJKTHM
A:uc0---:0063d0:提,提,CJKTHM
A:uc0---:0063d6:揖,揖,CJKTHm
A:uc0---:0063e0:揠,揠,ct
A:uc0---:0063e1:握,握,CJKTHM
A:uc0---:0063e3:揣,揣,CJTHm
A:uc0---:0063e9:揩,揩,CTHm
A:uc0---:0063f2:揲,揲,t
A:uc0---:0063f4:援,援,CJKTHM
A:uc0---:0063f8:揸,揸,hm
A:uc0---:0063fc:揼,揼,hm
A:uc0---:00640f:搏,搏,CKTHM
A:uc0---:006410:搐,搐,Ctm
A:uc0---:006413:搓,搓,CTHm
A:uc0---:00641e:搞,搞,CTHM
A:uc0---:006421:搡,搡,c
A:uc0---:006422:搢,搢,K
A:uc0---:006423:搣,搣,m
A:uc0---:006426:搦,搦,J
A:uc0---:00642d:搭,搭,CJKTHM
A:uc0---:006434:搴,搴,cT
A:uc0---:00643d:搽,搽,CTHm
A:uc0---:006458:摘,摘,CJKTHM
A:uc0---:00645e:摞,摞,c
A:uc0---:006467:摧,摧,CJTHM
A:uc0---:006469:摩,摩,CJKTHM
A:uc0---:00646d:摭,摭,cT
A:uc0---:006470:摰,摰,tm
A:uc0---:006475:摵,摵,h
A:uc0---:006477:摷,摷,h
A:uc0---:006478:摸,摸,CJKTHM
A:uc0---:006479:摹,摹,CKTHm
A:uc0---:006492:撒,撒,CJKTHM
A:uc0---:006495:撕,撕,CTHM
A:uc0---:006499:撙,撙,cT
A:uc0---:00649e:撞,撞,CJKTHM
A:uc0---:0064a4:撤,撤,CJKTHM
A:uc0---:0064a9:撩,撩,CJTHm
A:uc0---:0064ac:撬,撬,CTHM
A:uc0---:0064ad:播,播,CJKTHM
A:uc0---:0064ae:撮,撮,CJKTHm
A:uc0---:0064b4:撴,撴,h
A:uc0---:0064bc:撼,撼,CJKTHM
A:uc0---:0064c0:擀,擀,c
A:uc0---:0064c5:擅,擅,CJKTHM
A:uc0---:0064cd:操,操,CJKTHM
A:uc0---:0064d8:擘,擘,cKTHm
A:uc0---:0064dd:擝,擝,h
A:uc0---:0064e2:擢,擢,cJKTm
A:uc0---:0064e4:擤,擤,ct
A:uc0---:0064e6:擦,擦,CJKTHM
A:uc0---:0064ed:擭,擭,T
A:uc0---:006518:攘,攘,CJKTHm
A:uc0---:00651e:攞,攞,hm
A:uc0---:006525:攥,攥,ct
A:uc0---:00652b:攫,攫,CJKTHm
A:uc0---:00652f:支,支,CJKTHM
A:uc0---:006530:攰,攰,h
A:uc0---:006538:攸,攸,cKThm
A:uc0---:006539:改,改,CJKTHM
A:uc0---:00653b:攻,攻,CJKTHM
A:uc0---:00653e:放,放,CJKTHM
A:uc0---:00653f:政,政,CJKTHM
A:uc0---:006545:故,故,CJKTHM
A:uc0---:006554:敔,敔,T
A:uc0---:006556:敖,敖,CJKTHm
A:uc0---:00655d:敝,敝,CJTHm
A:uc0---:00655e:敞,敞,CJKTHM
A:uc0---:006562:敢,敢,CJKTHM
A:uc0---:006563:散,散,CJKTHM
A:uc0---:00656c:敬,敬,CJKTHM
A:uc0---:006572:敲,敲,CJKTHM
A:uc0---:006574:整,整,CJKTHM
A:uc0---:00657e:敾,敾,K
A:uc0---:006590:斐,斐,cJKTHm
A:uc0---:006599:料,料,CJKTHM
A:uc0---:00659b:斛,斛,cKT
A:uc0---:00659c:斜,斜,CJKTHM
A:uc0---:00659f:斟,斟,CJKTHm
A:uc0---:0065a1:斡,斡,CJKTHm
A:uc0---:0065a7:斧,斧,CJKTHm
A:uc0---:0065ab:斫,斫,cKTH
A:uc0---:0065af:斯,斯,CJKTHM
A:uc0---:0065b0:新,新,CJKTHM
A:uc0---:0065b9:方,方,CJKTHM
A:uc0---:0065bd:施,施,CJKTHM
A:uc0---:0065c5:旅,旅,CJKTHM
A:uc0---:0065cc:旌,旌,cKTHm
A:uc0---:0065ce:旎,旎,cTHm
A:uc0---:0065cf:族,族,CJKTHM
A:uc0---:0065d6:旖,旖,cTHm
A:uc0---:0065e5:日,日,CJKTHM
A:uc0---:0065e9:早,早,CJKTHM
A:uc0---:0065ec:旬,旬,CJKTHM
A:uc0---:0065ed:旭,旭,CJKTHM
A:uc0---:0065ee:旮,旮,ct
A:uc0---:0065ef:旯,旯,c
A:uc0---:0065f1:旱,旱,CJKTHM
A:uc0---:0065f2:旲,旲,k
A:uc0---:0065f4:旴,旴,cK
A:uc0---:0065fa:旺,旺,CJKTHM
A:uc0---:0065fb:旻,旻,cJKtm
A:uc0---:0065fc:旼,旼,Kt
A:uc0---:0065fd:旽,旽,K
A:uc0---:0065ff:旿,旿,K
A:uc0---:006600:昀,昀,cT
A:uc0---:006603:昃,昃,h
A:uc0---:006609:昉,昉,cKt
A:uc0---:00660a:昊,昊,cJKThm
A:uc0---:00660c:昌,昌,CJKTHM
A:uc0---:006610:昐,昐,K
A:uc0---:006611:昑,昑,K
A:uc0---:006613:易,易,CJKTHM
A:uc0---:006614:昔,昔,CJKTHM
A:uc0---:006615:昕,昕,cKThm
A:uc0---:00661e:昞,昞,K
A:uc0---:006621:昡,昡,k
A:uc0---:006624:昤,昤,kT
A:uc0---:006627:昧,昧,CJKTHm
A:uc0---:006628:昨,昨,CJKTHM
A:uc0---:00662b:昫,昫,t
A:uc0---:00662d:昭,昭,CJKTHM
A:uc0---:006631:昱,昱,cKTm
A:uc0---:006634:昴,昴,cJK
A:uc0---:006636:昶,昶,cJKtm
A:uc0---:00663a:昺,昺,K
A:uc0---:00664c:晌,晌,CTHm
A:uc0---:00664f:晏,晏,cJKTHm
A:uc0---:006657:晗,晗,cK
A:uc0---:006659:晙,晙,K
A:uc0---:00665b:晛,晛,K
A:uc0---:00665e:晞,晞,cKThm
A:uc0---:006664:晤,晤,CJKTHM
A:uc0---:006665:晥,晥,cK
A:uc0---:006666:晦,晦,CJKTHm
A:uc0---:006667:晧,晧,JK
A:uc0---:006668:晨,晨,CJKTHM
A:uc0---:00666b:晫,晫,K
A:uc0---:00666e:普,普,CJKTHM
A:uc0---:00666f:景,景,CJKTHM
A:uc0---:006676:晶,晶,CJKTHM
A:uc0---:006677:晷,晷,cKT
A:uc0---:006678:晸,晸,K
A:uc0---:006679:晹,晹,k
A:uc0---:00667a:智,智,CJKTHM
A:uc0---:00667e:晾,晾,CTm
A:uc0---:006684:暄,暄,cJKTm
A:uc0---:006687:暇,暇,CJKTHM
A:uc0---:00668c:暌,暌,t
A:uc0---:00668d:暍,暍,T
A:uc0---:006690:暐,暐,Kt
A:uc0---:006691:暑,暑,CJKTHM
A:uc0---:00669d:暝,暝,cKT
A:uc0---:0066a3:暣,暣,k
A:uc0---:0066aa:暪,暪,t
A:uc0---:0066ae:暮,暮,CJKTHm
A:uc0---:0066b2:暲,暲,K
A:uc0---:0066b3:暳,暳,K
A:uc0---:0066b9:暹,暹,cJKTH
A:uc0---:0066bb:暻,暻,K
A:uc0---:0066be:暾,暾,cK
A:uc0---:0066d9:曙,曙,CJKTHM
A:uc0---:0066dd:曝,曝,CJKTHM
A:uc0---:0066e3:曣,曣,t
A:uc0---:0066e6:曦,曦,cJKTHM
A:uc0---:0066e9:曩,曩,cJT
A:uc0---:0066f0:曰,曰,CJKTHM
A:uc0---:0066f1:曱,曱,hm
A:uc0---:0066f7:曷,曷,cKTH
A:uc0---:0066ff:替,替,CJKTHM
A:uc0---:006708:月,月,CJKTHM
A:uc0---:006709:有,有,CJKTHM
A:uc0---:00670b:朋,朋,CJKTHM
A:uc0---:00670d:服,服,CJKTHM
A:uc0---:006710:朐,朐,c
A:uc0---:006714:朔,朔,CJKTHm
A:uc0---:006715:朕,朕,cJKTHm
A:uc0---:006726:朦,朦,cJKTHm
A:uc0---:006728:木,木,CJKTHM
A:uc0---:00672a:未,未,CJKTHM
A:uc0---:00672b:末,末,CJKTHM
A:uc0---:00673d:朽,朽,CJKTHm
A:uc0---:006748:杈,杈,ct
A:uc0---:006749:杉,杉,CJKTHM
A:uc0---:00674b:杋,杋,kt
A:uc0---:00674e:李,李,CJKTHM
A:uc0---:00674f:杏,杏,CJKTHM
A:uc0---:006750:材,材,CJKTHM
A:uc0---:006755:杕,杕,t
A:uc0---:006756:杖,杖,CJKTHm
A:uc0---:006757:杗,杗,T
A:uc0---:006759:杙,杙,t
A:uc0---:00675c:杜,杜,CJKTHM
A:uc0---:00675e:杞,杞,cJKTHm
A:uc0---:00675f:束,束,CJKTHM
A:uc0---:006762:杢,杢,J
A:uc0---:006763:杣,杣,J
A:uc0---:00676a:杪,杪,cTm
A:uc0---:00676d:杭,杭,CJKTHM
A:uc0---:00676e:杮,杮,K
A:uc0---:006772:杲,杲,cJTm
A:uc0---:006773:杳,杳,cJKTHm
A:uc0---:006775:杵,杵,cJKTHm
A:uc0---:00677b:杻,杻,cKm
A:uc0---:00677c:杼,杼,cJT
A:uc0---:006787:枇,枇,cJKTHm
A:uc0---:006789:枉,枉,CKTHm
A:uc0---:00678b:枋,枋,cKT
A:uc0---:006790:析,析,CJKTHM
A:uc0---:006793:枓,枓,cKT
A:uc0---:006795:枕,枕,CJKTHm
A:uc0---:006797:林,林,CJKTHM
A:uc0---:006798:枘,枘,ct
A:uc0---:00679a:枚,枚,CJKTHM
A:uc0---:00679d:枝,枝,CJKTHM
A:uc0---:0067a0:枠,枠,J
A:uc0---:0067a6:枦,枦,J
A:uc0---:0067af:枯,枯,CJKTHM
A:uc0---:0067b0:枰,枰,cKT
A:uc0---:0067b3:枳,枳,cJKt
A:uc0---:0067b7:枷,枷,CJKtm
A:uc0---:0067b8:枸,枸,cKTHm
A:uc0---:0067ca:柊,柊,J
A:uc0---:0067d1:柑,柑,CJKTHm
A:uc0---:0067d3:染,染,CJKTHM
A:uc0---:0067d4:柔,柔,CJKTHM
A:uc0---:0067d6:柖,柖,k
A:uc0---:0067d8:柘,柘,cJ
A:uc0---:0067d9:柙,柙,cT
A:uc0---:0067dd:柝,柝,cJKT
A:uc0---:0067de:柞,柞,CJT
A:uc0---:0067e2:柢,柢,cT
A:uc0---:0067ec:柬,柬,CKTHM
A:uc0---:0067ef:柯,柯,CJKTHM
A:uc0---:0067f1:柱,柱,CJKTHM
A:uc0---:0067f6:柶,柶,K
A:uc0---:006802:栂,栂,J
A:uc0---:006813:栓,栓,CJKTHm
A:uc0---:006818:栘,栘,T
A:uc0---:006821:校,校,CJKTHM
A:uc0---:006829:栩,栩,cJTHm
A:uc0---:00682a:株,株,CJKTHM
A:uc0---:00682f:栯,栯,K
A:uc0---:006833:栳,栳,ct
A:uc0---:006834:栴,栴,J
A:uc0---:006839:根,根,CJKTHM
A:uc0---:00683b:栻,栻,k
A:uc0---:00683c:格,格,CJKTHM
A:uc0---:00683d:栽,栽,CJKTHM
A:uc0---:006840:桀,桀,cJKTH
A:uc0---:006842:桂,桂,CJKTHM
A:uc0---:006843:桃,桃,CJKTHM
A:uc0---:006844:桄,桄,kt
A:uc0---:006845:桅,桅,CTHm
A:uc0---:006846:框,框,CJTHM
A:uc0---:006848:案,案,CJKTHM
A:uc0---:006849:桉,桉,cth
A:uc0---:00684e:桎,桎,cJKtm
A:uc0---:006850:桐,桐,CJKTHM
A:uc0---:006853:桓,桓,CJKTHm
A:uc0---:006854:桔,桔,CJKTHM
A:uc0---:006855:桕,桕,c
A:uc0---:00686d:桭,桭,K
A:uc0---:00686f:桯,桯,k
A:uc0---:006876:桶,桶,CJKTHM
A:uc0---:006879:桹,桹,t
A:uc0---:006882:梂,梂,T
A:uc0---:006883:梃,梃,cJTH
A:uc0---:006886:梆,梆,CTHm
A:uc0---:006887:梇,梇,t
A:uc0---:00688f:梏,梏,cJKt
A:uc0---:006897:梗,梗,CJKTHM
A:uc0---:00689b:梛,梛,J
A:uc0---:0068a0:梠,梠,Jt
A:uc0---:0068a1:梡,梡,KT
A:uc0---:0068a2:梢,梢,CJKTHm
A:uc0---:0068a7:梧,梧,CJKTHm
A:uc0---:0068ad:梭,梭,CKTHM
A:uc0---:0068af:梯,梯,CJKTHM
A:uc0---:0068b0:械,械,CJKTHM
A:uc0---:0068b3:梳,梳,CJKTHM
A:uc0---:0068b5:梵,梵,cJKTHm
A:uc0---:0068b6:梶,梶,JK
A:uc0---:0068c9:棉,棉,CJKTHM
A:uc0---:0068cd:棍,棍,CJKTHM
A:uc0---:0068d2:棒,棒,CJKTHM
A:uc0---:0068d8:棘,棘,CJKTHm
A:uc0---:0068da:棚,棚,CJKTHM
A:uc0---:0068e0:棠,棠,CJKTHM
A:uc0---:0068e3:棣,棣,cJTHm
A:uc0---:0068e8:棨,棨,cKt
A:uc0---:0068ea:棪,棪,th
A:uc0---:0068ee:森,森,CJKTHM
A:uc0---:0068f5:棵,棵,CTHM
A:uc0---:0068fa:棺,棺,CJKTHM
A:uc0---:0068fb:棻,棻,cT
A:uc0---:0068fc:棼,棼,ct
A:uc0---:006904:椄,椄,K
A:uc0---:006905:椅,椅,CJKTHM
A:uc0---:00690b:椋,椋,cJt
A:uc0---:00690d:植,植,CJKTHM
A:uc0---:006919:椙,椙,J
A:uc0---:00691a:椚,椚,J
A:uc0---:00691b:椛,椛,J
A:uc0---:006927:椧,椧,K
A:uc0---:00692a:椪,椪,t
A:uc0---:006934:椴,椴,cJ
A:uc0---:00693d:椽,椽,CKt
A:uc0---:00693f:椿,椿,CJKthm
A:uc0---:006942:楂,楂,ctm
A:uc0---:006954:楔,楔,CJKTHm
A:uc0---:006957:楗,楗,cK
A:uc0---:00695b:楛,楛,T
A:uc0---:00695d:楝,楝,cTh
A:uc0---:006962:楢,楢,JKt
A:uc0---:006963:楣,楣,cKThm
A:uc0---:00696c:楬,楬,t
A:uc0---:00696e:楮,楮,cJKT
A:uc0---:00696f:楯,楯,cJK
A:uc0---:006977:楷,楷,CJKTHM
A:uc0---:006978:楸,楸,cJKt
A:uc0---:006979:楹,楹,cKTHm
A:uc0---:00698a:榊,榊,J
A:uc0---:006991:榑,榑,J
A:uc0---:006994:榔,榔,CTHm
A:uc0---:006995:榕,榕,cJKTHM
A:uc0---:006996:榖,榖,t
A:uc0---:00699b:榛,榛,cJKTHm
A:uc0---:0069a3:榣,榣,T
A:uc0---:0069a5:榥,榥,K
A:uc0---:0069ab:榫,榫,cT
A:uc0---:0069ad:榭,榭,cTHm
A:uc0---:0069b7:榷,榷,CTHm
A:uc0---:0069bb:榻,榻,cKTHm
A:uc0---:0069c3:槃,槃,cJKT
A:uc0---:0069d0:槐,槐,CJKTHm
A:uc0---:0069ed:槭,槭,cT
A:uc0---:0069f2:槲,槲,t
A:uc0---:0069fd:槽,槽,CJKTHM
A:uc0---:0069ff:槿,槿,cJKt
A:uc0---:006a0b:樋,樋,J
A:uc0---:006a17:樗,樗,cJK
A:uc0---:006a1f:樟,樟,CJKTHM
A:uc0---:006a21:模,模,CJKTHM
A:uc0---:006a28:樨,樨,c
A:uc0---:006a35:樵,樵,cJKTHm
A:uc0---:006a3e:樾,樾,t
A:uc0---:006a44:橄,橄,cKTHm
A:uc0---:006a52:橒,橒,K
A:uc0---:006a58:橘,橘,cJKTHm
A:uc0---:006a59:橙,橙,CJKTHM
A:uc0---:006a5a:橚,橚,k
A:uc0---:006a61:橡,橡,CJKTHm
A:uc0---:006a72:橲,橲,k
A:uc0---:006a7d:橽,橽,K
A:uc0---:006a7e:橾,橾,Th
A:uc0---:006a7f:橿,橿,Jk
A:uc0---:006a80:檀,檀,CJKTHm
A:uc0---:006a84:檄,檄,CJKTHm
A:uc0---:006a8d:檍,檍,K
A:uc0---:006a8e:檎,檎,cJKt
A:uc0---:006aa8:檨,檨,t
A:uc0---:006aac:檬,檬,CJTHm
A:uc0---:006ac6:櫆,櫆,t
A:uc0---:006af6:櫶,櫶,K
A:uc0---:006b09:欉,欉,t
A:uc0---:006b0c:欌,欌,K
A:uc0---:006b21:次,次,CJKTHM
A:uc0---:006b37:欷,欷,t
A:uc0---:006b3a:欺,欺,CJKTHM
A:uc0---:006b43:歃,歃,c
A:uc0---:006b46:歆,歆,cKtm
A:uc0---:006b47:歇,歇,CKTHM
A:uc0---:006b54:歔,歔,t
A:uc0---:006b59:歙,歙,cT
A:uc0---:006b5c:歜,歜,T
A:uc0---:006b62:止,止,CJKTHM
A:uc0---:006b63:正,正,CJKTHM
A:uc0---:006b64:此,此,CJKTHM
A:uc0---:006b66:武,武,CJKTHM
A:uc0---:006b6a:歪,歪,CJKTHM
A:uc0---:006b7b:死,死,CJKTHM
A:uc0---:006b82:殂,殂,ct
A:uc0---:006b84:殄,殄,cKt
A:uc0---:006b86:殆,殆,CJKTHm
A:uc0---:006b8a:殊,殊,CJKTHM
A:uc0---:006b96:殖,殖,CJKTHM
A:uc0---:006b9b:殛,殛,t
A:uc0---:006bb5:段,段,CJKTHM
A:uc0---:006bbf:殿,殿,CJKTHM
A:uc0---:006bc5:毅,毅,CJKTHM
A:uc0---:006bcb:毋,毋,CKTHM
A:uc0---:006bcd:母,母,CJKTHM
A:uc0---:006bd0:毐,毐,t
A:uc0---:006bd2:毒,毒,CJKTHM
A:uc0---:006bd4:比,比,CJKTHM
A:uc0---:006bd6:毖,毖,CKt
A:uc0---:006bda:毚,毚,T
A:uc0---:006bdb:毛,毛,CJKTHM
A:uc0---:006beb:毫,毫,CJKTHM
A:uc0---:006bef:毯,毯,CJTHm
A:uc0---:006bf3:毳,毳,cJ
A:uc0---:006bfd:毽,毽,cTHm
A:uc0---:006c0f:氏,氏,CJKTHM
A:uc0---:006c10:氐,氐,cTH
A:uc0---:006c11:民,民,CJKTHM
A:uc0---:006c16:氖,氖,CTHm
A:uc0---:006c19:氙,氙,ct
A:uc0---:006c1b:氛,氛,CTHM
A:uc0---:006c1f:氟,氟,CTHm
A:uc0---:006c24:氤,氤,cTH
A:uc0---:006c26:氦,氦,CTHm
A:uc0---:006c27:氧,氧,CTHM
A:uc0---:006c28:氨,氨,CTHm
A:uc0---:006c2a:氪,氪,ctm
A:uc0---:006c2e:氮,氮,CTHm
A:uc0---:006c30:氰,氰,Ctm
A:uc0---:006c36:氶,氶,t
A:uc0---:006c38:永,永,CJKTHM
A:uc0---:006c39:氹,氹,hM
A:uc0---:006c40:汀,汀,CJKTHM
A:uc0---:006c41:汁,汁,CJKTHM
A:uc0---:006c42:求,求,CJKTHM
A:uc0---:006c46:汆,汆,cth
A:uc0---:006c4a:汊,汊,ct
A:uc0---:006c4d:汍,汍,T
A:uc0---:006c50:汐,汐,CJKTHm
A:uc0---:006c55:汕,汕,CJKTHM
A:uc0---:006c57:汗,汗,CJKTHM
A:uc0---:006c5b:汛,汛,CTM
A:uc0---:006c5c:汜,汜,t
A:uc0---:006c5d:汝,汝,CJKTHM
A:uc0---:006c5e:汞,汞,CKTHm
A:uc0---:006c5f:江,江,CJKTHM
A:uc0---:006c60:池,池,CJKTHM
A:uc0---:006c68:汨,汨,cKTH
A:uc0---:006c69:汩,汩,ct
A:uc0---:006c6a:汪,汪,CJKTHM
A:uc0---:006c6b:汫,汫,t
A:uc0---:006c6d:汭,汭,cK
A:uc0---:006c70:汰,汰,CJKTHM
A:uc0---:006c72:汲,汲,CJKTHm
A:uc0---:006c74:汴,汴,cT
A:uc0---:006c76:汶,汶,cKThM
A:uc0---:006c7d:汽,汽,CJKTHM
A:uc0---:006c7e:汾,汾,CKTHm
A:uc0---:006c81:沁,沁,CJKTHm
A:uc0---:006c82:沂,沂,CJKThm
A:uc0---:006c83:沃,沃,CJKTHM
A:uc0---:006c86:沆,沆,cKT
A:uc0---:006c87:沇,沇,K
A:uc0---:006c8c:沌,沌,cJKTHm
A:uc0---:006c8d:沍,沍,T
A:uc0---:006c8f:沏,沏,Ct
A:uc0---:006c90:沐,沐,cJKTHm
A:uc0---:006c93:沓,沓,cJKtm
A:uc0---:006c94:沔,沔,cKT
A:uc0---:006c95:沕,沕,K
A:uc0---:006c98:沘,沘,cT
A:uc0---:006c99:沙,沙,CJKTHM
A:uc0---:006c9a:沚,沚,cK
A:uc0---:006c9b:沛,沛,CJKTHM
A:uc0---:006cab:沫,沫,CJKTHM
A:uc0---:006cac:沬,沬,T
A:uc0---:006cae:沮,沮,CJKTHm
A:uc0---:006cb3:河,河,CJKTHM
A:uc0---:006cb9:油,油,CJKTHM
A:uc0---:006cba:沺,沺,t
A:uc0---:006cbb:治,治,CJKTHM
A:uc0---:006cbc:沼,沼,CJKTHm
A:uc0---:006cbd:沽,沽,CJKTHM
A:uc0---:006cbf:沿,沿,CJKTHM
A:uc0---:006cc2:泂,泂,Kt
A:uc0---:006cc5:泅,泅,CTHm
A:uc0---:006ccc:泌,泌,CJKTHM
A:uc0---:006cd3:泓,泓,cKTHm
A:uc0---:006cd6:泖,泖,cT
A:uc0---:006cd7:泗,泗,cJKTHm
A:uc0---:006cdc:泜,泜,cT
A:uc0---:006ce0:泠,泠,cTh
A:uc0---:006ce2:波,波,CJKTHM
A:uc0---:006ce3:泣,泣,CJKTHm
A:uc0---:006ceb:泫,泫,cK
A:uc0---:006cee:泮,泮,cKtm
A:uc0---:006cf0:泰,泰,CJKTHM
A:uc0---:006cf1:泱,泱,cTHm
A:uc0---:006cf3:泳,泳,CJKTHM
A:uc0---:006cf5:泵,泵,CThm
A:uc0---:006d04:洄,洄,ct
A:uc0---:006d0b:洋,洋,CJKTHM
A:uc0---:006d0e:洎,洎,cT
A:uc0---:006d10:洐,洐,t
A:uc0---:006d11:洑,洑,cK
A:uc0---:006d17:洗,洗,CJKTHM
A:uc0---:006d19:洙,洙,cJKt
A:uc0---:006d1b:洛,洛,CJKTHM
A:uc0---:006d23:洣,洣,c
A:uc0---:006d25:津,津,CJKTHM
A:uc0---:006d27:洧,洧,cKTh
A:uc0---:006d28:洨,洨,ct
A:uc0---:006d2b:洫,洫,cT
A:uc0---:006d2e:洮,洮,cT
A:uc0---:006d31:洱,洱,CJTHm
A:uc0---:006d32:洲,洲,CJKTHM
A:uc0---:006d35:洵,洵,cJKT
A:uc0---:006d38:洸,洸,cJKTh
A:uc0---:006d39:洹,洹,cKT
A:uc0---:006d3a:洺,洺,ct
A:uc0---:006d3b:活,活,CJKTHM
A:uc0---:006d3d:洽,洽,CJKTHM
A:uc0---:006d3e:派,派,CJKTHM
A:uc0---:006d41:流,流,CJKTHM
A:uc0---:006d5e:浞,浞,t
A:uc0---:006d64:浤,浤,t
A:uc0---:006d65:浥,浥,cTm
A:uc0---:006d66:浦,浦,CJKTHM
A:uc0---:006d6a:浪,浪,CJKTHM
A:uc0---:006d6c:浬,浬,cKTHm
A:uc0---:006d6e:浮,浮,CJKTHM
A:uc0---:006d6f:浯,浯,t
A:uc0---:006d74:浴,浴,CJKTHM
A:uc0---:006d77:海,海,CJKTHM
A:uc0---:006d7f:浿,浿,K
A:uc0---:006d88:消,消,CJKTHM
A:uc0---:006d8a:涊,涊,T
A:uc0---:006d8d:涍,涍,K
A:uc0---:006d8f:涏,涏,k
A:uc0---:006d91:涑,涑,cK
A:uc0---:006d93:涓,涓,cJKTHm
A:uc0---:006d94:涔,涔,cT
A:uc0---:006d98:涘,涘,t
A:uc0---:006daa:涪,涪,CT
A:uc0---:006dae:涮,涮,cTHm
A:uc0---:006daf:涯,涯,CJKTHM
A:uc0---:006db2:液,液,CJKTHM
A:uc0---:006db5:涵,涵,CJKTHM
A:uc0---:006db7:涷,涷,t
A:uc0---:006dbf:涿,涿,cTm
A:uc0---:006dc3:淃,淃,K
A:uc0---:006dc5:淅,淅,cKTHm
A:uc0---:006dc7:淇,淇,cJKTHM
A:uc0---:006dcb:淋,淋,CJKTHM
A:uc0---:006dcc:淌,淌,CTHm
A:uc0---:006dcd:淍,淍,t
A:uc0---:006dcf:淏,淏,cK
A:uc0---:006dd1:淑,淑,CJKTHM
A:uc0---:006dd6:淖,淖,Ct
A:uc0---:006dd8:淘,淘,CJKTHM
A:uc0---:006dd9:淙,淙,cKTHm
A:uc0---:006dde:淞,淞,cJKTHm
A:uc0---:006de4:淤,淤,CTHm
A:uc0---:006de6:淦,淦,cJThm
A:uc0---:006dec:淬,淬,CT
A:uc0---:006dee:淮,淮,CJKTHM
A:uc0---:006def:淯,淯,t
A:uc0---:006df1:深,深,CJKTHM
A:uc0---:006dfb:添,添,CJKTHM
A:uc0---:006e1d:渝,渝,CTHM
A:uc0---:006e1f:渟,渟,JKt
A:uc0---:006e20:渠,渠,CJKTHM
A:uc0---:006e21:渡,渡,CJKTHM
A:uc0---:006e23:渣,渣,CKTHm
A:uc0---:006e24:渤,渤,CJKTHm
A:uc0---:006e25:渥,渥,cJKTHm
A:uc0---:006e2b:渫,渫,cJKt
A:uc0---:006e2d:渭,渭,CJKTHm
A:uc0---:006e2f:港,港,CJKTHM
A:uc0---:006e32:渲,渲,cKTHm
A:uc0---:006e36:渶,渶,K
A:uc0---:006e3c:渼,渼,Kt
A:uc0---:006e3d:渽,渽,K
A:uc0---:006e43:湃,湃,CJKTHm
A:uc0---:006e44:湄,湄,cKThm
A:uc0---:006e4d:湍,湍,CJKTHm
A:uc0---:006e4e:湎,湎,cT
A:uc0---:006e54:湔,湔,cTH
A:uc0---:006e56:湖,湖,CJKTHM
A:uc0---:006e58:湘,湘,CJKTHM
A:uc0---:006e5b:湛,湛,CJKTHM
A:uc0---:006e5c:湜,湜,cK
A:uc0---:006e5f:湟,湟,cKT
A:uc0---:006e61:湡,湡,t
A:uc0---:006e63:湣,湣,T
A:uc0---:006e69:湩,湩,T
A:uc0---:006e6b:湫,湫,cJK
A:uc0---:006e6e:湮,湮,cKTHm
A:uc0---:006e72:湲,湲,cKT
A:uc0---:006e73:湳,湳,Kt
A:uc0---:006e7a:湺,湺,K
A:uc0---:006e8f:溏,溏,t
A:uc0---:006e98:溘,溘,cJTHm
A:uc0---:006e9f:溟,溟,cJKt
A:uc0---:006ea2:溢,溢,CJKTHM
A:uc0---:006ea5:溥,溥,cJKTHm
A:uc0---:006ea7:溧,溧,cT
A:uc0---:006eb1:溱,溱,cKt
A:uc0---:006eb4:溴,溴,cT
A:uc0---:006eb5:溵,溵,k
A:uc0---:006eb6:溶,溶,CJKTHM
A:uc0---:006ebd:溽,溽,t
A:uc0---:006ec1:滁,滁,C
A:uc0---:006ec2:滂,滂,cJKTHm
A:uc0---:006ec7:滇,滇,CTHm
A:uc0---:006ec9:滉,滉,JKt
A:uc0---:006ecb:滋,滋,CJKTHM
A:uc0---:006ed3:滓,滓,CJKTHm
