"cid_hex","glyph","texname"
"u/1d749","𝝉","mathbit-tau"
"u/1d74a","𝝊","mathbit-upsilon"
"u/1d74b","𝝋","mathbit-phi"
"u/1d74c","𝝌","mathbit-chi"
"u/1d74d","𝝍","mathbit-psi"
"u/1d74e","𝝎","mathbit-omega"
"u/1d74f","𝝏","partial"
"u/1d750","𝝐","in"
"u/1d751","𝝑","mathbit-vartheta"
"u/1d752","𝝒","mathbit-varkappa"
"u/1d753","𝝓","mathbit-phi"
"u/1d754","𝝔","mathbit-varrho"
"u/1d755","𝝕","mathbit-varpi"
"u/1d756","𝝖","mathsfbf-Alpha"
"u/1d757","𝝗","mathsfbf-Beta"
"u/1d758","𝝘","mathsfbf-Gamma"
"u/1d759","𝝙","mathsfbf-Delta"
"u/1d75a","𝝚","mathsfbf-Epsilon"
"u/1d75b","𝝛","mathsfbf-Zeta"
"u/1d75c","𝝜","mathsfbf-Eta"
"u/1d75d","𝝝","mathsfbf-Theta"
"u/1d75e","𝝞","mathsfbf-Iota"
"u/1d75f","𝝟","mathsfbf-Kappa"
"u/1d760","𝝠","mathsfbf-Lambda"
"u/1d761","𝝡","mathsfbf-M"
"u/1d762","𝝢","mathsfbf-N"
"u/1d763","𝝣","mathsfbf-Xi"
"u/1d764","𝝤","O"
"u/1d765","𝝥","mathsfbf-Pi"
"u/1d766","𝝦","mathsfbf-Rho"
"u/1d767","𝝧","mathsfbf-vartheta"
"u/1d768","𝝨","mathsfbf-Sigma"
"u/1d769","𝝩","mathsfbf-Tau"
"u/1d76a","𝝪","mathsfbf-Upsilon"
"u/1d76b","𝝫","mathsfbf-Phi"
"u/1d76c","𝝬","mathsfbf-Chi"
"u/1d76d","𝝭","mathsfbf-Psi"
"u/1d76e","𝝮","mathsfbf-Omega"
"u/1d76f","𝝯","mathsfbf-nabla"
"u/1d770","𝝰","mathsfbf-alpha"
"u/1d771","𝝱","mathsfbf-beta"
"u/1d772","𝝲","mathsfbf-gamma"
"u/1d773","𝝳","mathsfbf-delta"
"u/1d774","𝝴","mathsfbf-epsilon"
"u/1d775","𝝵","mathsfbf-zeta"
"u/1d776","𝝶","mathsfbf-eta"
"u/1d777","𝝷","mathsfbf-theta"
"u/1d778","𝝸","mathsfbf-iota"
"u/1d779","𝝹","mathsfbf-kappa"
"u/1d77a","𝝺","mathsfbf-lambda"
"u/1d77b","𝝻","mathsfbf-mu"
"u/1d77c","𝝼","mathsfbf-nu"
"u/1d77d","𝝽","mathsfbf-xi"
"u/1d77e","𝝾","mathsfbf-o"
"u/1d77f","𝝿","mathsfbf-pi"
"u/1d780","𝞀","mathsfbf-rho"
"u/1d781","𝞁","mathsfbf-varsigma"
"u/1d782","𝞂","mathsfbf-sigma"
"u/1d783","𝞃","mathsfbf-tau"
"u/1d784","𝞄","mathsfbf-upsilon"
"u/1d785","𝞅","mathsfbf-phi"
"u/1d786","𝞆","mathsfbf-chi"
"u/1d787","𝞇","mathsfbf-psi"
"u/1d788","𝞈","mathsfbf-omega"
"u/1d789","𝞉","partial"
"u/1d78a","𝞊","mathsfbf-varepsilon"
"u/1d78b","𝞋","mathsfbf-vartheta"
"u/1d78c","𝞌","mathsfbf-varkappa"
"u/1d78d","𝞍","mathsfbf-phi"
"u/1d78e","𝞎","mathsfbf-varrho"
"u/1d78f","𝞏","mathsfbf-varpi"
"u/1d790","𝞐","mathsfbfsl-Alpha"
"u/1d791","𝞑","mathsfbfsl-Beta"
"u/1d792","𝞒","mathsfbfsl-Gamma"
"u/1d793","𝞓","mathsfbfsl-Delta"
"u/1d794","𝞔","mathsfbfsl-Epsilon"
"u/1d795","𝞕","mathsfbfsl-Zeta"
"u/1d796","𝞖","mathsfbfsl-Eta"
"u/1d797","𝞗","mathsfbfsl-vartheta"
"u/1d798","𝞘","mathsfbfsl-Iota"
"u/1d799","𝞙","mathsfbfsl-Kappa"
"u/1d79a","𝞚","mathsfbfsl-Lambda"
"u/1d79b","𝞛","mathsfbfsl-M"
"u/1d79c","𝞜","mathsfbfsl-N"
"u/1d79d","𝞝","mathsfbfsl-Xi"
"u/1d79e","𝞞","O"
"u/1d79f","𝞟","mathsfbfsl-Pi"
"u/1d7a0","𝞠","mathsfbfsl-Rho"
"u/1d7a1","𝞡","mathsfbfsl-vartheta"
"u/1d7a2","𝞢","mathsfbfsl-Sigma"
"u/1d7a3","𝞣","mathsfbfsl-Tau"
"u/1d7a4","𝞤","mathsfbfsl-Upsilon"
"u/1d7a5","𝞥","mathsfbfsl-Phi"
"u/1d7a6","𝞦","mathsfbfsl-Chi"
"u/1d7a7","𝞧","mathsfbfsl-Psi"
"u/1d7a8","𝞨","mathsfbfsl-Omega"
"u/1d7a9","𝞩","mathsfbfsl-nabla"
"u/1d7aa","𝞪","mathsfbfsl-alpha"
"u/1d7ab","𝞫","mathsfbfsl-beta"
"u/1d7ac","𝞬","mathsfbfsl-gamma"
"u/1d7ad","𝞭","mathsfbfsl-delta"
"u/1d7ae","𝞮","mathsfbfsl-epsilon"
"u/1d7af","𝞯","mathsfbfsl-zeta"
"u/1d7b0","𝞰","mathsfbfsl-eta"
"u/1d7b1","𝞱","mathsfbfsl-vartheta"
"u/1d7b2","𝞲","mathsfbfsl-iota"
"u/1d7b3","𝞳","mathsfbfsl-kappa"
"u/1d7b4","𝞴","mathsfbfsl-lambda"
"u/1d7b5","𝞵","mathsfbfsl-mu"
"u/1d7b6","𝞶","mathsfbfsl-nu"
"u/1d7b7","𝞷","mathsfbfsl-xi"
"u/1d7b8","𝞸","mathsfbfsl-o"
"u/1d7b9","𝞹","mathsfbfsl-pi"
"u/1d7ba","𝞺","mathsfbfsl-rho"
"u/1d7bb","𝞻","mathsfbfsl-varsigma"
"u/1d7bc","𝞼","mathsfbfsl-sigma"
"u/1d7bd","𝞽","mathsfbfsl-tau"
"u/1d7be","𝞾","mathsfbfsl-upsilon"
"u/1d7bf","𝞿","mathsfbfsl-phi"
"u/1d7c0","𝟀","mathsfbfsl-chi"
"u/1d7c1","𝟁","mathsfbfsl-psi"
"u/1d7c2","𝟂","mathsfbfsl-omega"
"u/1d7c3","𝟃","partial"
"u/1d7c4","𝟄","in"
"u/1d7c5","𝟅","mathsfbfsl-vartheta"
"u/1d7c6","𝟆","mathsfbfsl-varkappa"
"u/1d7c7","𝟇","mathsfbfsl-phi"
"u/1d7c8","𝟈","mathsfbfsl-varrho"
"u/1d7c9","𝟉","mathsfbfsl-varpi"
"u/1d7ce","𝟎","mathbf-0"
"u/1d7cf","𝟏","mathbf-1"
"u/1d7d0","𝟐","mathbf-2"
"u/1d7d1","𝟑","mathbf-3"
"u/1d7d2","𝟒","mathbf-4"
"u/1d7d3","𝟓","mathbf-5"
"u/1d7d4","𝟔","mathbf-6"
"u/1d7d5","𝟕","mathbf-7"
"u/1d7d6","𝟖","mathbf-8"
"u/1d7d7","𝟗","mathbf-9"
"u/1d7d8","𝟘","mathbb-0"
"u/1d7d9","𝟙","mathbb-1"
"u/1d7da","𝟚","mathbb-2"
"u/1d7db","𝟛","mathbb-3"
"u/1d7dc","𝟜","mathbb-4"
"u/1d7dd","𝟝","mathbb-5"
"u/1d7de","𝟞","mathbb-6"
"u/1d7df","𝟟","mathbb-7"
"u/1d7e0","𝟠","mathbb-8"
"u/1d7e1","𝟡","mathbb-9"
"u/1d7e2","𝟢","mathsf-0"
"u/1d7e3","𝟣","mathsf-1"
"u/1d7e4","𝟤","mathsf-2"
"u/1d7e5","𝟥","mathsf-3"
"u/1d7e6","𝟦","mathsf-4"
"u/1d7e7","𝟧","mathsf-5"
"u/1d7e8","𝟨","mathsf-6"
"u/1d7e9","𝟩","mathsf-7"
"u/1d7ea","𝟪","mathsf-8"
"u/1d7eb","𝟫","mathsf-9"
"u/1d7ec","𝟬","mathsfbf-0"
"u/1d7ed","𝟭","mathsfbf-1"
"u/1d7ee","𝟮","mathsfbf-2"
"u/1d7ef","𝟯","mathsfbf-3"
"u/1d7f0","𝟰","mathsfbf-4"
"u/1d7f1","𝟱","mathsfbf-5"
"u/1d7f2","𝟲","mathsfbf-6"
"u/1d7f3","𝟳","mathsfbf-7"
"u/1d7f4","𝟴","mathsfbf-8"
"u/1d7f5","𝟵","mathsfbf-9"
"u/1d7f6","𝟶","mathtt-0"
"u/1d7f7","𝟷","mathtt-1"
"u/1d7f8","𝟸","mathtt-2"
"u/1d7f9","𝟹","mathtt-3"
"u/1d7fa","𝟺","mathtt-4"
"u/1d7fb","𝟻","mathtt-5"
"u/1d7fc","𝟼","mathtt-6"
"u/1d7fd","𝟽","mathtt-7"
"u/1d7fe","𝟾","mathtt-8"
"u/1d7ff","𝟿","mathtt-9"
